7	1
69	31726
73	57162
71	44899
70	56018
61	45771
75	80879
78	24634
77	43681
60	37260
90	44959
68	30759
81	39755
67	61355
106	1
84	31046
79	51194
88	28708
63	36795
62	39799
83	43541
14	1
66	37939
94	23641
72	34965
76	20993
