7	27147
30	27146
34	30769
28	28977
22	227
5	28081
18	51675
17	21455
26	17013
6	33837
19	47374
23	38708
25	33462
33	20709
9	40474
24	35362
32	38088
1	42828
20	27779
10	27064
13	40575
14	66410
