N.Y. POLICE DEPT	487895
PORT AUTHORITY	13
N.Y. TRANSIT POLICE	101
HEALTH & HOSP CORP	483
N.Y. STATE POLICE	160
N.Y. HOUSING POLICE	67833
TRI-BORO BRDG TUNNL	371
DISTRICT ATTORNEY OFFICE	1
METRO NORTH	57
N.Y. STATE PARKS	32
NYC DEPT ENVIRONMENTAL PROTECTION	2
NEW YORK CITY SHERIFF OFFICE	24
DEPT OF CORRECTIONS	61
NYS DEPT TAX AND FINANCE	8
FIRE DEPT (FIRE MARSHAL)	28
POLICE DEPT NYC	2102
AMTRACK	3
CONRAIL	5
SEA GATE POLICE DEPT	1
NYC PARKS	5
