N.Y. POLICE DEPT	141760
PORT AUTHORITY	22
HEALTH & HOSP CORP	6
U.S. PARK POLICE	5
N.Y. STATE POLICE	12
N.Y. HOUSING POLICE	7676
TRI-BORO BRDG TUNNL	22
METRO NORTH	18
N.Y. STATE PARKS	2
NEW YORK CITY SHERIFF OFFICE	2
NYS DEPT TAX AND FINANCE	3
FIRE DEPT (FIRE MARSHAL)	7
POLICE DEPT NYC	176
STATN IS RAPID TRANS	46
NYC PARKS	1
