40.634701431,-74.16623324
40.64173826,-74.075678037
40.631906362,-74.123328002
40.596800942,-74.079098353
40.628923091,-74.12557052
40.618930632,-74.073238789
40.639599873,-74.075978281
40.590284863,-74.156624463
40.607603626,-74.121046597
40.534611099,-74.193152875
40.55527823,-74.136764241
40.577212048,-74.163991455
40.626312381,-74.144608293
40.623226819,-74.149226973
40.524378653,-74.186360974
40.605007746,-74.090455845
40.63972025,-74.088074347
40.547231423,-74.17985077
40.64173826,-74.075678037
40.633763004,-74.154204492
40.621415599,-74.080078505
40.64173826,-74.075678037
40.598929725,-74.18172571
40.559048419,-74.175941839
40.562671923,-74.109358271
40.598060585,-74.066442512
40.633960812,-74.143461134
40.547652079,-74.213128419
40.506510784,-74.250730406
40.544344336,-74.166818026
40.645448464,-74.080810034
40.646386239,-74.089495741
40.613127916,-74.121982266
40.511586338,-74.249303727
40.583669842,-74.093659899
40.639092299,-74.075657021
40.624830591,-74.117803263
40.560863787,-74.178818582
40.587400748,-74.069445419
40.55765233,-74.156256461
40.58692579,-74.164083716
40.624238172,-74.16439519
40.568969288,-74.127261107
40.623582709,-74.129627501
40.625406085,-74.076700619
40.640053899,-74.078374935
40.536231347,-74.166340877
40.635499551,-74.090594457
40.635748327,-74.121447138
40.613708753,-74.162730441
40.548385903,-74.158213843
40.63972025,-74.088074347
40.557999427,-74.11849515
40.623848889,-74.081979859
40.611876637,-74.161731907
40.619340628,-74.12592351
40.640904931,-74.169805117
40.644726221,-74.081328059
40.631167442,-74.113210153
40.634647488,-74.140854092
40.634218449,-74.114422301
40.55765233,-74.156256461
40.58692579,-74.164083716
40.54519683,-74.15181606
40.541769909,-74.146548118
40.57156584,-74.108580938
40.521066157,-74.217295084
40.582301992,-74.168936095
40.630716549,-74.158052357
40.578175676,-74.169526838
40.545442294,-74.144523236
40.58692579,-74.164083716
40.641876284,-74.096613442
40.637677656,-74.116388312
40.626179658,-74.134088798
40.606586699,-74.162234094
40.55278656,-74.161639252
40.636818967,-74.118653127
40.553194127,-74.15871463
40.644893971,-74.088337023
40.565089814,-74.115264872
40.64173826,-74.075678037
40.635013991,-74.082966369
40.633491128,-74.096406748
40.638981706,-74.08086706
40.582301992,-74.168936095
40.528557434,-74.203459378
40.629841977,-74.159304015
40.572072361,-74.112746439
40.615491223,-74.08165623
40.638313658,-74.07844135
40.574628536,-74.093560827
40.580197415,-74.106546578
40.582608077,-74.162244247
40.636576503,-74.078006945
40.594146204,-74.083700551
40.614108355,-74.165450789
40.619242659,-74.078721513
40.634697336,-74.115871498
40.556569855,-74.172318601
40.631346655,-74.135324114
40.631436682,-74.084132815
40.595753238,-74.077912441
40.534518115,-74.158918507
40.55071127,-74.136420242
40.551450916,-74.160869552
40.569611937,-74.108156629
40.62221251,-74.082655072
40.588025487,-74.09068487
40.533340783,-74.20549212
40.636560937,-74.088153047
40.611357078,-74.132308614
40.636818967,-74.118653127
40.612506806,-74.166372465
40.623848889,-74.081979859
40.635692049,-74.134994245
40.633517318,-74.115631661
