PETIT LARCENY,176150
GRAND LARCENY,115890
HARRASSMENT 2,69282
ASSAULT 3 & RELATED OFFENSES,56773
CRIMINAL MISCHIEF & RELATED OF,56517
DANGEROUS DRUGS,38284
OFF. AGNST PUB ORD SENSBLTY &,38212
BURGLARY,31612
FELONY ASSAULT,19218
ROBBERY,19105
