PETIT LARCENY,573996
HARRASSMENT,370782
CRIMINAL MISCHIEF & RELATED,338607
ASSAULT 3 & RELATED OFFENSES,317380
GRAND LARCENY,286363
OFF. AGNST PUB ORD SENSBLTY,191514
BURGLARY,177122
DANGEROUS DRUGS,139460
FELONY ASSAULT,111307
ROBBERY,87069
