PETIT LARCENY,168528
HARRASSMENT 2,117982
CRIMINAL MISCHIEF & RELATED OF,112369
ASSAULT 3 & RELATED OFFENSES,106152
GRAND LARCENY,75845
BURGLARY,61496
OFF. AGNST PUB ORD SENSBLTY &,59646
DANGEROUS DRUGS,42881
FELONY ASSAULT,39435
MISCELLANEOUS PENAL LAW,30874
