HARRASSMENT,27123
PETIT LARCENY,26131
CRIMINAL MISCHIEF & RELATED,24508
ASSAULT 3 & RELATED OFFENSES,14001
OFF. AGNST PUB ORD SENSBLTY,12944
GRAND LARCENY,8416
BURGLARY,6473
OFFENSES AGAINST PUBLIC ADMINI,4310
DANGEROUS DRUGS,3874
FELONY ASSAULT,3572
