2006,31422,HARRASSMENT 2
2007,31098,HARRASSMENT 2
2008,29973,HARRASSMENT 2
2009,29868,HARRASSMENT 2
2010,29490,HARRASSMENT 2
2011,28684,HARRASSMENT 2
2012,31796,HARRASSMENT 2
2013,34049,HARRASSMENT 2
2014,39280,HARRASSMENT 2
2015,40327,HARRASSMENT 2
2016,44795,HARRASSMENT 2
