2006,23338,ASSAULT 3 & RELATED OFFENSES
2007,24199,ASSAULT 3 & RELATED OFFENSES
2008,24696,ASSAULT 3 & RELATED OFFENSES
2009,25856,ASSAULT 3 & RELATED OFFENSES
2010,27768,ASSAULT 3 & RELATED OFFENSES
2011,27808,ASSAULT 3 & RELATED OFFENSES
2012,30727,ASSAULT 3 & RELATED OFFENSES
2013,31871,ASSAULT 3 & RELATED OFFENSES
2014,33446,ASSAULT 3 & RELATED OFFENSES
2015,33130,ASSAULT 3 & RELATED OFFENSES
2016,34541,ASSAULT 3 & RELATED OFFENSES
